lay_down,num_nodes,num_edges,av_ep_reward
63-0.yaml,36,57,
1648-0.yaml,16,27,
781-0.yaml,30,48,
920-0.yaml,36,57,
671-0.yaml,39,64,
1830-0.yaml,49,75,
12-0.yaml,49,75,
1251-0.yaml,36,57,
728-0.yaml,38,60,
1169-0.yaml,38,60,
496-0.yaml,16,27,
570-0.yaml,49,75,
444-0.yaml,49,75,
1518-0.yaml,24,40,
1704-0.yaml,49,75,
1947-0.yaml,49,75,
449-0.yaml,38,60,
1179-0.yaml,36,57,
1158-0.yaml,24,40,
1904-0.yaml,39,64,
1718-0.yaml,38,60,
836-0.yaml,38,60,
1470-0.yaml,49,75,
659-0.yaml,36,57,
1042-0.yaml,30,48,
500-0.yaml,39,64,
831-0.yaml,49,75,
1083-0.yaml,49,75,
1575-0.yaml,36,57,
67-0.yaml,23,36,
793-0.yaml,16,27,
388-0.yaml,16,27,
1501-0.yaml,30,48,
677-0.yaml,36,57,
862-0.yaml,30,48,
898-0.yaml,30,48,
251-0.yaml,38,60,
1082-0.yaml,36,57,
1319-0.yaml,39,64,
437-0.yaml,39,64,
1212-0.yaml,24,40,
746-0.yaml,38,60,
688-0.yaml,23,36,
1347-0.yaml,24,40,
629-0.yaml,38,60,
1824-0.yaml,24,40,
465-0.yaml,24,40,
1709-0.yaml,38,60,
1759-0.yaml,23,36,
328-0.yaml,23,36,
828-0.yaml,36,57,
1211-0.yaml,39,64,
1733-0.yaml,39,64,
627-0.yaml,24,40,
281-0.yaml,36,57,
1607-0.yaml,39,64,
1944-0.yaml,36,57,
377-0.yaml,38,60,
4-0.yaml,23,36,
334-0.yaml,16,27,
1296-0.yaml,36,57,
1431-0.yaml,36,57,
1938-0.yaml,49,75,
774-0.yaml,36,57,
1690-0.yaml,30,48,
843-0.yaml,24,40,
299-0.yaml,36,57,
371-0.yaml,36,57,
540-0.yaml,36,57,
840-0.yaml,49,75,
1447-0.yaml,30,48,
1849-0.yaml,23,36,
271-0.yaml,16,27,
284-0.yaml,39,64,
1533-0.yaml,49,75,
642-0.yaml,49,75,
1959-0.yaml,24,40,
1080-0.yaml,36,57,
1085-0.yaml,39,64,
691-0.yaml,30,48,
1885-0.yaml,23,36,
1612-0.yaml,16,27,
485-0.yaml,38,60,
514-0.yaml,16,27,
1988-0.yaml,38,60,
1722-0.yaml,49,75,
1257-0.yaml,24,40,
725-0.yaml,39,64,
1322-0.yaml,38,60,
1874-0.yaml,36,57,
1268-0.yaml,38,60,
1475-0.yaml,38,60,
716-0.yaml,39,64,
1685-0.yaml,36,57,
1809-0.yaml,36,57,
114-0.yaml,24,40,
799-0.yaml,30,48,
1286-0.yaml,38,60,
911-0.yaml,36,57,
795-0.yaml,49,75,
1813-0.yaml,23,36,
877-0.yaml,23,36,
147-0.yaml,49,75,
749-0.yaml,36,57,
1998-0.yaml,36,57,
1122-0.yaml,24,40,
1929-0.yaml,49,75,
1245-0.yaml,49,75,
944-0.yaml,38,60,
179-0.yaml,38,60,
1450-0.yaml,16,27,
446-0.yaml,39,64,
241-0.yaml,30,48,
1482-0.yaml,24,40,
965-0.yaml,36,57,
744-0.yaml,24,40,
1254-0.yaml,49,75,
434-0.yaml,36,57,
1325-0.yaml,36,57,
1265-0.yaml,39,64,
1901-0.yaml,36,57,
1593-0.yaml,36,57,
669-0.yaml,49,75,
200-0.yaml,36,57,
914-0.yaml,39,64,
253-0.yaml,16,27,
1561-0.yaml,23,36,
1300-0.yaml,23,36,
1985-0.yaml,39,64,
1020-0.yaml,49,75,
1390-0.yaml,23,36,
1910-0.yaml,36,57,
756-0.yaml,36,57,
55-0.yaml,16,27,
1472-0.yaml,39,64,
178-0.yaml,30,48,
229-0.yaml,23,36,
1953-0.yaml,36,57,
1583-0.yaml,38,60,
454-0.yaml,23,36,
137-0.yaml,36,57,
1117-0.yaml,16,27,
409-0.yaml,23,36,
961-0.yaml,30,48,
79-0.yaml,30,48,
1069-0.yaml,30,48,
533-0.yaml,36,57,
286-0.yaml,30,48,
246-0.yaml,49,75,
1542-0.yaml,49,75,
600-0.yaml,24,40,
117-0.yaml,36,57,
1562-0.yaml,39,64,
1143-0.yaml,36,57,
207-0.yaml,36,57,
185-0.yaml,39,64,
1922-0.yaml,39,64,
1564-0.yaml,30,48,
1573-0.yaml,30,48,
1180-0.yaml,16,27,
1396-0.yaml,16,27,
1373-0.yaml,39,64,
1106-0.yaml,38,60,
796-0.yaml,23,36,
584-0.yaml,38,60,
1363-0.yaml,23,36,
1174-0.yaml,23,36,
984-0.yaml,49,75,
1728-0.yaml,36,57,
1678-0.yaml,23,36,
1616-0.yaml,39,64,
886-0.yaml,23,36,
1111-0.yaml,23,36,
813-0.yaml,49,75,
964-0.yaml,16,27,
844-0.yaml,30,48,
1035-0.yaml,36,57,
230-0.yaml,39,64,
529-0.yaml,30,48,
1812-0.yaml,49,75,
1529-0.yaml,38,60,
801-0.yaml,36,57,
308-0.yaml,36,57,
1492-0.yaml,30,48,
429-0.yaml,24,40,
613-0.yaml,16,27,
1077-0.yaml,24,40,
1221-0.yaml,24,40,
1378-0.yaml,16,27,
1022-0.yaml,39,64,
1439-0.yaml,38,60,
1958-0.yaml,39,64,
263-0.yaml,36,57,
280-0.yaml,16,27,
1298-0.yaml,36,57,
543-0.yaml,49,75,
1365-0.yaml,24,40,
435-0.yaml,49,75,
1337-0.yaml,39,64,
1459-0.yaml,16,27,
1900-0.yaml,16,27,
1576-0.yaml,16,27,
95-0.yaml,39,64,
788-0.yaml,39,64,
72-0.yaml,36,57,
1021-0.yaml,23,36,
15-0.yaml,24,40,
1183-0.yaml,23,36,
208-0.yaml,16,27,
1613-0.yaml,36,57,
14-0.yaml,39,64,
589-0.yaml,23,36,
461-0.yaml,36,57,
1028-0.yaml,36,57,
1154-0.yaml,36,57,
1011-0.yaml,49,75,
1548-0.yaml,36,57,
1842-0.yaml,24,40,
812-0.yaml,36,57,
1808-0.yaml,38,60,
320-0.yaml,39,64,
1204-0.yaml,30,48,
682-0.yaml,30,48,
1-0.yaml,28,44,
1696-0.yaml,23,36,
498-0.yaml,49,75,
829-0.yaml,16,27,
955-0.yaml,16,27,
370-0.yaml,16,27,
218-0.yaml,36,57,
346-0.yaml,23,36,
375-0.yaml,24,40,
466-0.yaml,30,48,
269-0.yaml,38,60,
1043-0.yaml,38,60,
382-0.yaml,23,36,
1851-0.yaml,24,40,
958-0.yaml,23,36,
389-0.yaml,36,57,
1131-0.yaml,24,40,
561-0.yaml,49,75,
1870-0.yaml,30,48,
556-0.yaml,30,48,
190-0.yaml,16,27,
1207-0.yaml,16,27,
1448-0.yaml,38,60,
188-0.yaml,38,60,
1656-0.yaml,36,57,
667-0.yaml,16,27,
1567-0.yaml,16,27,
1304-0.yaml,38,60,
1891-0.yaml,16,27,
257-0.yaml,39,64,
487-0.yaml,16,27,
1820-0.yaml,36,57,
1147-0.yaml,23,36,
1480-0.yaml,23,36,
1711-0.yaml,16,27,
1297-0.yaml,16,27,
289-0.yaml,16,27,
847-0.yaml,16,27,
1142-0.yaml,38,60,
1553-0.yaml,39,64,
1695-0.yaml,49,75,
1771-0.yaml,30,48,
439-0.yaml,30,48,
54-0.yaml,36,57,
233-0.yaml,38,60,
1702-0.yaml,16,27,
1301-0.yaml,39,64,
1670-0.yaml,39,64,
374-0.yaml,39,64,
318-0.yaml,49,75,
52-0.yaml,30,48,
897-0.yaml,24,40,
630-0.yaml,36,57,
764-0.yaml,38,60,
1313-0.yaml,38,60,
223-0.yaml,30,48,
1687-0.yaml,23,36,
730-0.yaml,16,27,
1044-0.yaml,36,57,
393-0.yaml,24,40,
355-0.yaml,23,36,
1116-0.yaml,36,57,
1332-0.yaml,36,57,
1271-0.yaml,36,57,
1433-0.yaml,36,57,
1898-0.yaml,38,60,
1732-0.yaml,23,36,
129-0.yaml,49,75,
1509-0.yaml,24,40,
1156-0.yaml,23,36,
362-0.yaml,36,57,
462-0.yaml,49,75,
1792-0.yaml,16,27,
1155-0.yaml,49,75,
1983-0.yaml,49,75,
319-0.yaml,23,36,
45-0.yaml,36,57,
656-0.yaml,38,60,
101-0.yaml,36,57,
1318-0.yaml,23,36,
856-0.yaml,16,27,
168-0.yaml,24,40,
1984-0.yaml,23,36,
548-0.yaml,38,60,
997-0.yaml,30,48,
258-0.yaml,24,40,
458-0.yaml,38,60,
133-0.yaml,30,48,
606-0.yaml,49,75,
1344-0.yaml,49,75,
1945-0.yaml,16,27,
83-0.yaml,36,57,
484-0.yaml,30,48,
1333-0.yaml,16,27,
47-0.yaml,36,57,
1073-0.yaml,36,57,
381-0.yaml,49,75,
1515-0.yaml,49,75,
399-0.yaml,49,75,
609-0.yaml,24,40,
415-0.yaml,16,27,
361-0.yaml,16,27,
610-0.yaml,30,48,
1966-0.yaml,23,36,
639-0.yaml,36,57,
1258-0.yaml,30,48,
507-0.yaml,49,75,
1614-0.yaml,49,75,
1644-0.yaml,24,40,
1705-0.yaml,23,36,
161-0.yaml,38,60,
1336-0.yaml,23,36,
1782-0.yaml,36,57,
1825-0.yaml,30,48,
497-0.yaml,36,57,
1577-0.yaml,36,57,
1334-0.yaml,36,57,
1047-0.yaml,49,75,
1915-0.yaml,30,48,
1031-0.yaml,39,64,
1428-0.yaml,24,40,
290-0.yaml,36,57,
211-0.yaml,23,36,
205-0.yaml,30,48,
1015-0.yaml,30,48,
733-0.yaml,23,36,
261-0.yaml,36,57,
1707-0.yaml,24,40,
595-0.yaml,16,27,
1537-0.yaml,30,48,
1675-0.yaml,16,27,
116-0.yaml,38,60,
880-0.yaml,30,48,
390-0.yaml,49,75,
1930-0.yaml,23,36,
1014-0.yaml,24,40,
316-0.yaml,16,27,
1527-0.yaml,24,40,
508-0.yaml,23,36,
1513-0.yaml,16,27,
1060-0.yaml,30,48,
685-0.yaml,16,27,
874-0.yaml,16,27,
447-0.yaml,24,40,
664-0.yaml,30,48,
901-0.yaml,16,27,
1987-0.yaml,30,48,
715-0.yaml,23,36,
1276-0.yaml,30,48,
899-0.yaml,38,60,
1101-0.yaml,49,75,
1066-0.yaml,23,36,
511-0.yaml,30,48,
1413-0.yaml,36,57,
194-0.yaml,39,64,
1260-0.yaml,36,57,
603-0.yaml,36,57,
1632-0.yaml,49,75,
694-0.yaml,16,27,
1473-0.yaml,24,40,
1282-0.yaml,23,36,
1213-0.yaml,30,48,
1278-0.yaml,36,57,
1200-0.yaml,49,75,
336-0.yaml,49,75,
1315-0.yaml,16,27,
1419-0.yaml,24,40,
1897-0.yaml,30,48,
1971-0.yaml,36,57,
1895-0.yaml,39,64,
1277-0.yaml,38,60,
735-0.yaml,24,40,
1866-0.yaml,49,75,
177-0.yaml,24,40,
1417-0.yaml,23,36,
11-0.yaml,36,57,
1053-0.yaml,36,57,
1532-0.yaml,36,57,
1622-0.yaml,36,57,
1107-0.yaml,36,57,
453-0.yaml,49,75,
1650-0.yaml,49,75,
650-0.yaml,36,57,
259-0.yaml,30,48,
734-0.yaml,39,64,
422-0.yaml,38,60,
235-0.yaml,16,27,
49-0.yaml,23,36,
1168-0.yaml,30,48,
1591-0.yaml,30,48,
1451-0.yaml,36,57,
845-0.yaml,38,60,
778-0.yaml,23,36,
1990-0.yaml,16,27,
44-0.yaml,38,60,
907-0.yaml,30,48,
1407-0.yaml,49,75,
197-0.yaml,38,60,
1288-0.yaml,16,27,
1525-0.yaml,23,36,
557-0.yaml,38,60,
1008-0.yaml,36,57,
1171-0.yaml,16,27,
1141-0.yaml,30,48,
1293-0.yaml,24,40,
887-0.yaml,39,64,
85-0.yaml,23,36,
1992-0.yaml,49,75,
990-0.yaml,36,57,
1104-0.yaml,24,40,
1917-0.yaml,36,57,
745-0.yaml,30,48,
349-0.yaml,30,48,
1511-0.yaml,38,60,
854-0.yaml,38,60,
939-0.yaml,49,75,
1216-0.yaml,16,27,
1191-0.yaml,49,75,
310-0.yaml,23,36,
438-0.yaml,24,40,
1159-0.yaml,30,48,
913-0.yaml,23,36,
1341-0.yaml,36,57,
652-0.yaml,23,36,
1303-0.yaml,30,48,
988-0.yaml,30,48,
20-0.yaml,36,57,
2-0.yaml,33,56,
1758-0.yaml,49,75,
1102-0.yaml,23,36,
245-0.yaml,36,57,
1188-0.yaml,36,57,
213-0.yaml,24,40,
747-0.yaml,36,57,
343-0.yaml,16,27,
1799-0.yaml,38,60,
635-0.yaml,39,64,
1931-0.yaml,39,64,
1750-0.yaml,23,36,
64-0.yaml,16,27,
1764-0.yaml,36,57,
380-0.yaml,36,57,
620-0.yaml,38,60,
857-0.yaml,36,57,
1496-0.yaml,36,57,
1493-0.yaml,38,60,
942-0.yaml,24,40,
1466-0.yaml,38,60,
327-0.yaml,49,75,
368-0.yaml,38,60,
888-0.yaml,24,40,
1358-0.yaml,38,60,
1740-0.yaml,49,75,
810-0.yaml,36,57,
1041-0.yaml,24,40,
128-0.yaml,36,57,
1383-0.yaml,24,40,
1065-0.yaml,49,75,
1697-0.yaml,39,64,
249-0.yaml,24,40,
1253-0.yaml,36,57,
1249-0.yaml,30,48,
176-0.yaml,39,64,
1192-0.yaml,23,36,
1881-0.yaml,36,57,
1135-0.yaml,16,27,
35-0.yaml,38,60,
420-0.yaml,24,40,
306-0.yaml,36,57,
486-0.yaml,36,57,
558-0.yaml,36,57,
1489-0.yaml,23,36,
470-0.yaml,36,57,
1708-0.yaml,30,48,
1570-0.yaml,23,36,
53-0.yaml,38,60,
1084-0.yaml,23,36,
1299-0.yaml,49,75,
392-0.yaml,39,64,
1676-0.yaml,36,57,
468-0.yaml,36,57,
1557-0.yaml,36,57,
450-0.yaml,36,57,
994-0.yaml,23,36,
1430-0.yaml,38,60,
1869-0.yaml,24,40,
991-0.yaml,16,27,
1867-0.yaml,23,36,
1461-0.yaml,49,75,
1387-0.yaml,16,27,
1879-0.yaml,30,48,
1476-0.yaml,36,57,
577-0.yaml,16,27,
1789-0.yaml,30,48,
111-0.yaml,49,75,
1635-0.yaml,24,40,
868-0.yaml,23,36,
131-0.yaml,39,64,
1948-0.yaml,23,36,
36-0.yaml,36,57,
821-0.yaml,36,57,
127-0.yaml,16,27,
858-0.yaml,49,75,
333-0.yaml,36,57,
417-0.yaml,49,75,
717-0.yaml,24,40,
107-0.yaml,38,60,
1210-0.yaml,23,36,
1471-0.yaml,23,36,
1743-0.yaml,24,40,
69-0.yaml,24,40,
313-0.yaml,30,48,
1886-0.yaml,39,64,
1241-0.yaml,38,60,
1074-0.yaml,49,75,
136-0.yaml,16,27,
1510-0.yaml,30,48,
945-0.yaml,36,57,
410-0.yaml,39,64,
769-0.yaml,23,36,
148-0.yaml,23,36,
1982-0.yaml,36,57,
753-0.yaml,24,40,
1404-0.yaml,36,57,
1623-0.yaml,49,75,
1290-0.yaml,49,75,
879-0.yaml,24,40,
1403-0.yaml,38,60,
1134-0.yaml,36,57,
220-0.yaml,23,36,
459-0.yaml,36,57,
1584-0.yaml,36,57,
1787-0.yaml,39,64,
1056-0.yaml,49,75,
696-0.yaml,49,75,
724-0.yaml,23,36,
1438-0.yaml,30,48,
1550-0.yaml,36,57,
1464-0.yaml,24,40,
1517-0.yaml,39,64,
761-0.yaml,39,64,
1186-0.yaml,30,48,
1128-0.yaml,49,75,
1036-0.yaml,16,27,
192-0.yaml,49,75,
1163-0.yaml,36,57,
1494-0.yaml,36,57,
617-0.yaml,39,64,
757-0.yaml,16,27,
726-0.yaml,24,40,
1688-0.yaml,39,64,
1658-0.yaml,36,57,
397-0.yaml,16,27,
214-0.yaml,30,48,
900-0.yaml,36,57,
93-0.yaml,49,75,
762-0.yaml,24,40,
226-0.yaml,16,27,
1949-0.yaml,39,64,
513-0.yaml,36,57,
254-0.yaml,36,57,
1748-0.yaml,36,57,
481-0.yaml,23,36,
1456-0.yaml,30,48,
1760-0.yaml,39,64,
894-0.yaml,49,75,
823-0.yaml,23,36,
902-0.yaml,36,57,
1683-0.yaml,36,57,
405-0.yaml,36,57,
1606-0.yaml,23,36,
1175-0.yaml,39,64,
1554-0.yaml,24,40,
1816-0.yaml,30,48,
379-0.yaml,16,27,
601-0.yaml,30,48,
1844-0.yaml,38,60,
554-0.yaml,39,64,
1486-0.yaml,16,27,
232-0.yaml,30,48,
1478-0.yaml,36,57,
544-0.yaml,23,36,
331-0.yaml,30,48,
1090-0.yaml,16,27,
100-0.yaml,16,27,
957-0.yaml,49,75,
1751-0.yaml,39,64,
1086-0.yaml,24,40,
783-0.yaml,36,57,
395-0.yaml,38,60,
1662-0.yaml,24,40,
1691-0.yaml,38,60,
835-0.yaml,30,48,
1801-0.yaml,16,27,
272-0.yaml,36,57,
1793-0.yaml,36,57,
1638-0.yaml,36,57,
1858-0.yaml,23,36,
1184-0.yaml,39,64,
494-0.yaml,38,60,
42-0.yaml,24,40,
1624-0.yaml,23,36,
1081-0.yaml,16,27,
338-0.yaml,39,64,
989-0.yaml,38,60,
678-0.yaml,49,75,
312-0.yaml,24,40,
1639-0.yaml,16,27,
298-0.yaml,16,27,
1893-0.yaml,49,75,
1225-0.yaml,16,27,
875-0.yaml,36,57,
1477-0.yaml,16,27,
1962-0.yaml,36,57,
141-0.yaml,24,40,
159-0.yaml,24,40,
394-0.yaml,30,48,
928-0.yaml,16,27,
1588-0.yaml,23,36,
1360-0.yaml,16,27,
802-0.yaml,16,27,
483-0.yaml,24,40,
478-0.yaml,16,27,
9-0.yaml,36,57,
966-0.yaml,49,75,
943-0.yaml,30,48,
1784-0.yaml,36,57,
833-0.yaml,39,64,
1255-0.yaml,23,36,
1442-0.yaml,36,57,
1840-0.yaml,23,36,
1327-0.yaml,23,36,
750-0.yaml,49,75,
171-0.yaml,36,57,
1927-0.yaml,16,27,
1560-0.yaml,49,75,
479-0.yaml,36,57,
329-0.yaml,39,64,
932-0.yaml,39,64,
754-0.yaml,30,48,
104-0.yaml,39,64,
1765-0.yaml,16,27,
824-0.yaml,39,64,
344-0.yaml,36,57,
903-0.yaml,49,75,
1259-0.yaml,38,60,
1398-0.yaml,49,75,
231-0.yaml,24,40,
359-0.yaml,38,60,
1449-0.yaml,36,57,
491-0.yaml,39,64,
158-0.yaml,39,64,
1821-0.yaml,49,75,
124-0.yaml,30,48,
13-0.yaml,23,36,
1873-0.yaml,16,27,
1484-0.yaml,38,60,
579-0.yaml,49,75,
576-0.yaml,36,57,
718-0.yaml,30,48,
1856-0.yaml,36,57,
1642-0.yaml,23,36,
276-0.yaml,24,40,
144-0.yaml,36,57,
1445-0.yaml,39,64,
1605-0.yaml,49,75,
1416-0.yaml,49,75,
1157-0.yaml,39,64,
1746-0.yaml,36,57,
1512-0.yaml,36,57,
1783-0.yaml,16,27,
1345-0.yaml,23,36,
1095-0.yaml,24,40,
892-0.yaml,16,27,
1941-0.yaml,24,40,
424-0.yaml,16,27,
619-0.yaml,30,48,
996-0.yaml,24,40,
1834-0.yaml,30,48,
779-0.yaml,39,64,
1660-0.yaml,23,36,
426-0.yaml,49,75,
1441-0.yaml,16,27,
602-0.yaml,38,60,
1338-0.yaml,24,40,
1362-0.yaml,49,75,
1841-0.yaml,39,64,
1827-0.yaml,36,57,
1181-0.yaml,36,57,
1725-0.yaml,24,40,
296-0.yaml,38,60,
351-0.yaml,36,57,
1342-0.yaml,16,27,
1026-0.yaml,36,57,
1504-0.yaml,16,27,
274-0.yaml,23,36,
1017-0.yaml,36,57,
22-0.yaml,23,36,
832-0.yaml,23,36,
506-0.yaml,36,57,
890-0.yaml,38,60,
1566-0.yaml,36,57,
552-0.yaml,49,75,
1701-0.yaml,36,57,
748-0.yaml,16,27,
1641-0.yaml,49,75,
1503-0.yaml,36,57,
1586-0.yaml,36,57,
645-0.yaml,24,40,
1946-0.yaml,36,57,
400-0.yaml,23,36,
421-0.yaml,30,48,
364-0.yaml,23,36,
1012-0.yaml,23,36,
432-0.yaml,36,57,
1730-0.yaml,36,57,
860-0.yaml,39,64,
1129-0.yaml,23,36,
1908-0.yaml,36,57,
846-0.yaml,36,57,
317-0.yaml,36,57,
278-0.yaml,38,60,
512-0.yaml,38,60,
1311-0.yaml,24,40,
1317-0.yaml,49,75,
668-0.yaml,36,57,
1381-0.yaml,23,36,
182-0.yaml,36,57,
110-0.yaml,36,57,
786-0.yaml,49,75,
460-0.yaml,16,27,
1975-0.yaml,23,36,
94-0.yaml,23,36,
515-0.yaml,36,57,
1346-0.yaml,39,64,
731-0.yaml,36,57,
1256-0.yaml,39,64,
1429-0.yaml,30,48,
38-0.yaml,36,57,
1757-0.yaml,36,57,
1001-0.yaml,36,57,
112-0.yaml,23,36,
1189-0.yaml,16,27,
1508-0.yaml,39,64,
1919-0.yaml,36,57,
1217-0.yaml,36,57,
1715-0.yaml,39,64,
412-0.yaml,30,48,
1479-0.yaml,49,75,
1030-0.yaml,23,36,
1594-0.yaml,16,27,
1076-0.yaml,39,64,
1375-0.yaml,30,48,
884-0.yaml,36,57,
1700-0.yaml,38,60,
1202-0.yaml,39,64,
893-0.yaml,36,57,
1426-0.yaml,23,36,
373-0.yaml,23,36,
1778-0.yaml,39,64,
1520-0.yaml,38,60,
499-0.yaml,23,36,
585-0.yaml,36,57,
264-0.yaml,49,75,
524-0.yaml,36,57,
1710-0.yaml,36,57,
1581-0.yaml,24,40,
598-0.yaml,23,36,
953-0.yaml,38,60,
1312-0.yaml,30,48,
1937-0.yaml,36,57,
1050-0.yaml,24,40,
1057-0.yaml,23,36,
1165-0.yaml,23,36,
180-0.yaml,36,57,
1266-0.yaml,24,40,
1723-0.yaml,23,36,
61-0.yaml,30,48,
941-0.yaml,39,64,
1467-0.yaml,36,57,
935-0.yaml,38,60,
1935-0.yaml,36,57,
1942-0.yaml,30,48,
956-0.yaml,36,57,
683-0.yaml,38,60,
1343-0.yaml,36,57,
1071-0.yaml,36,57,
817-0.yaml,30,48,
1913-0.yaml,39,64,
1294-0.yaml,30,48,
906-0.yaml,24,40,
1637-0.yaml,38,60,
285-0.yaml,24,40,
612-0.yaml,36,57,
653-0.yaml,39,64,
787-0.yaml,23,36,
469-0.yaml,16,27,
520-0.yaml,30,48,
1354-0.yaml,23,36,
993-0.yaml,49,75,
638-0.yaml,38,60,
1094-0.yaml,39,64,
369-0.yaml,36,57,
980-0.yaml,38,60,
1920-0.yaml,49,75,
794-0.yaml,36,57,
1000-0.yaml,16,27,
1514-0.yaml,36,57,
156-0.yaml,49,75,
848-0.yaml,36,57,
357-0.yaml,24,40,
1889-0.yaml,38,60,
1753-0.yaml,30,48,
1794-0.yaml,49,75,
1326-0.yaml,49,75,
1681-0.yaml,30,48,
195-0.yaml,24,40,
248-0.yaml,39,64,
203-0.yaml,39,64,
1755-0.yaml,36,57,
1064-0.yaml,36,57,
184-0.yaml,23,36,
57-0.yaml,49,75,
1112-0.yaml,39,64,
1832-0.yaml,39,64,
929-0.yaml,36,57,
775-0.yaml,16,27,
519-0.yaml,24,40,
1469-0.yaml,36,57,
482-0.yaml,39,64,
743-0.yaml,39,64,
698-0.yaml,39,64,
1330-0.yaml,30,48,
1458-0.yaml,36,57,
1579-0.yaml,23,36,
1382-0.yaml,39,64,
1161-0.yaml,36,57,
337-0.yaml,23,36,
1952-0.yaml,38,60,
1540-0.yaml,16,27,
1968-0.yaml,24,40,
92-0.yaml,36,57,
947-0.yaml,36,57,
1357-0.yaml,30,48,
628-0.yaml,30,48,
98-0.yaml,38,60,
1861-0.yaml,30,48,
1798-0.yaml,30,48,
720-0.yaml,36,57,
660-0.yaml,49,75,
146-0.yaml,36,57,
1643-0.yaml,39,64,
1979-0.yaml,38,60,
1309-0.yaml,23,36,
1291-0.yaml,23,36,
1640-0.yaml,36,57,
712-0.yaml,16,27,
142-0.yaml,30,48,
270-0.yaml,36,57,
661-0.yaml,23,36,
933-0.yaml,24,40,
785-0.yaml,36,57,
1729-0.yaml,16,27,
568-0.yaml,16,27,
1499-0.yaml,39,64,
962-0.yaml,38,60,
173-0.yaml,36,57,
1046-0.yaml,36,57,
701-0.yaml,38,60,
1242-0.yaml,36,57,
755-0.yaml,38,60,
121-0.yaml,23,36,
1977-0.yaml,24,40,
621-0.yaml,36,57,
1847-0.yaml,36,57,
0-0.yaml,30,48,
850-0.yaml,23,36,
273-0.yaml,49,75,
99-0.yaml,36,57,
1226-0.yaml,36,57,
1902-0.yaml,49,75,
1884-0.yaml,49,75,
1878-0.yaml,24,40,
1768-0.yaml,23,36,
849-0.yaml,49,75,
1151-0.yaml,38,60,
1837-0.yaml,16,27,
565-0.yaml,30,48,
1543-0.yaml,23,36,
1420-0.yaml,30,48,
1954-0.yaml,16,27,
1995-0.yaml,24,40,
1845-0.yaml,36,57,
1936-0.yaml,16,27,
986-0.yaml,39,64,
760-0.yaml,23,36,
922-0.yaml,23,36,
1234-0.yaml,16,27,
155-0.yaml,36,57,
1323-0.yaml,36,57,
1351-0.yaml,16,27,
967-0.yaml,23,36,
1292-0.yaml,39,64,
1654-0.yaml,30,48,
1883-0.yaml,36,57,
814-0.yaml,23,36,
138-0.yaml,49,75,
78-0.yaml,24,40,
1963-0.yaml,16,27,
805-0.yaml,23,36,
1569-0.yaml,49,75,
115-0.yaml,30,48,
605-0.yaml,36,57,
676-0.yaml,16,27,
59-0.yaml,39,64,
1955-0.yaml,36,57,
1038-0.yaml,49,75,
839-0.yaml,36,57,
87-0.yaml,24,40,
217-0.yaml,16,27,
260-0.yaml,38,60,
31-0.yaml,23,36,
1536-0.yaml,24,40,
539-0.yaml,38,60,
1203-0.yaml,24,40,
838-0.yaml,16,27,
70-0.yaml,30,48,
1980-0.yaml,36,57,
643-0.yaml,23,36,
919-0.yaml,16,27,
1023-0.yaml,24,40,
342-0.yaml,36,57,
608-0.yaml,39,64,
798-0.yaml,24,40,
1371-0.yaml,49,75,
1630-0.yaml,16,27,
1063-0.yaml,16,27,
1877-0.yaml,39,64,
1545-0.yaml,24,40,
952-0.yaml,30,48,
1252-0.yaml,16,27,
401-0.yaml,39,64,
1029-0.yaml,49,75,
1497-0.yaml,49,75,
569-0.yaml,36,57,
345-0.yaml,49,75,
