Episode,Average Reward
166,-0.02108593750000001
167,-0.008093749999999986
168,-0.01580078124999999
169,-0.006886718749999989
170,-0.016613281249999994
171,-0.01693359374999999
172,-0.011878906249999993
173,-0.013683593749999987
174,-0.007300781249999988
175,-0.022218750000000016
176,-0.006761718749999988
177,-0.02557421874999997
178,-0.009023437499999978
179,-0.020968749999999974
180,-0.010132812499999979
181,-0.014980468749999986
182,-0.020746093749999982
183,-0.017453124999999986
184,-0.02162499999999997
185,-0.013624999999999988
186,-0.010753906249999997
187,-0.007476562499999985
188,-0.007308593749999989
189,-0.014886718749999988
190,-0.01314843749999999
191,-0.013933593749999985
192,-0.019714843749999985
193,-0.009050781249999983
194,-0.006652343749999989
195,-0.013609374999999983
196,-0.016148437499999984
197,-0.007851562499999984
198,-0.02451171875000003
199,-0.00968359374999998
200,-0.006691406249999988
201,-0.007144531249999987
202,-0.006234374999999991
203,-0.007097656249999986
204,-0.008566406249999985
205,-0.02703906249999996
206,-0.008644531249999985
207,-0.00856249999999998
208,-0.009035156249999978
209,-0.020117187499999984
210,-0.01901953124999998
211,-0.018144531249999995
212,-0.009167968749999983
213,-0.01949999999999998
214,-0.005843749999999993
215,-0.008421874999999985
216,-0.005140624999999997
217,-0.005749999999999994
218,-0.007148437499999986
219,-0.021347656250000013
220,-0.006015624999999992
221,-0.018859374999999984
222,-0.0102890625
223,-0.02274999999999997
224,-0.005296874999999997
225,-0.027835937499999946
226,-0.009050781249999976
227,-0.01709765624999999
228,-0.006675781249999989
229,-0.018960937499999983
230,-0.007121093749999987
231,-0.007265624999999986
232,-0.007070312499999987
233,-0.010105468749999976
234,-0.01584765624999999
235,-0.017042968749999984
236,-0.00960937499999998
237,-0.014082031249999988
238,-0.006695312499999989
239,-0.00684374999999999
240,-0.006789062499999989
241,-0.01488281249999999
242,-0.020847656250000013
243,-0.009230468749999983
244,-0.005113281249999997
245,-0.004968749999999998
246,-0.004277343750000002
247,-0.019277343749999985
248,-0.005636718749999994
249,-0.006441406249999993
250,-0.004218750000000001
251,-0.023050781250000024
252,-0.019085937500000004
253,-0.008679687499999979
254,-0.0061249999999999916
255,-0.011816406249999996
256,-0.019308593750000005
257,-0.005484374999999995
258,-0.008332031249999981
259,-0.013464843749999992
260,-0.01471874999999999
261,-0.0102109375
262,-0.021300781250000015
263,-0.005429687499999995
264,-0.010960937499999995
265,-0.014003906249999993
266,-0.020859375000000013
267,-0.01840624999999998
268,-0.006968749999999987
269,-0.027992187500000043
270,-0.007175781249999986
271,-0.007699218749999987
272,-0.02365625000000002
273,-0.006031249999999992
274,-0.01570703124999999
275,-0.005820312499999993
276,-0.024214843749999975
277,-0.008886718749999979
278,-0.007179687499999986
279,-0.00960156249999998
280,-0.008308593749999985
281,-0.016882812499999993
282,-0.02926562500000005
283,-0.00719531249999999
284,-0.007289062499999986
285,-0.008488281249999985
286,-0.005371093749999996
287,-0.016894531249999983
288,-0.014374999999999987
289,-0.007539062499999984
290,-0.012808593749999994
291,-0.013726562499999992
292,-0.02454296875000002
293,-0.0020390625000000014
294,-0.0023125000000000016
295,-0.001296875000000001
296,-0.013128906250000011
297,-0.017003906250000034
298,-0.020058593750000013
299,-0.005128906249999998
300,-0.0011718750000000008
301,-0.004222656250000002
302,-0.007585937499999984
303,-0.0069492187499999875
304,-0.0035859375000000028
305,-0.00969140625
306,-0.006390624999999996
307,-0.0072851562499999896
308,-0.0020781250000000014
309,-0.001421875000000001
310,-0.027582031249999982
311,-0.015863281249999986
312,-0.012410156249999995
313,-0.005328124999999997
314,-0.007167968749999987
315,-0.01412890624999999
316,-0.026210937500000035
317,-0.014839843749999993
318,-0.001343750000000001
319,-0.006300781249999994
320,-0.013398437499999992
321,-0.006046874999999994
322,-0.006960937499999988
323,-0.01539843749999999
324,-0.01932812500000001
325,-0.012855468749999993
326,-0.018222656249999983
327,-0.01633203124999999
328,-0.014773437499999988
329,-0.007874999999999984
330,-0.00717578124999999
331,-0.01874609375000001
332,-0.002691406250000002
333,-0.0019062500000000015
334,-0.004832031249999998
335,-0.0032734375000000025
336,-0.01996484375000001
337,-0.017039062499999987
338,-0.005769531249999993
339,-0.023296875000000022
340,-0.003917968750000003
341,-0.020742187499999978
342,-0.005277343749999996
343,-0.003867187500000003
344,-0.011105468749999998
345,-0.0020468750000000014
346,-0.001734375000000001
347,-0.008847656249999983
348,-0.001359375000000001
349,-0.01529296874999999
350,-0.005441406249999997
351,-0.007179687499999986
352,-0.006621093749999989
353,-0.007257812499999989
354,-0.002976562500000002
355,-0.005171874999999998
356,-0.023289062500000027
357,-0.0102421875
358,-0.00975390625
359,-0.015671874999999984
360,-0.01483203124999999
361,-0.0072695312499999895
362,-0.0018906250000000015
363,-0.001281250000000001
364,-0.017480468749999995
365,-0.0015156250000000011
366,-0.002937500000000002
367,-0.013542968749999993
368,-0.011964843749999994
369,-0.02564453124999998
370,-0.007664062499999989
371,-0.0046171875
372,-0.006390624999999993
373,-0.008230468749999985
374,-0.0044531250000000005
375,-0.001375000000000001
376,-0.008765624999999985
377,-0.008374999999999988
378,-0.0063867187499999905
379,-0.02326953124999997
380,-0.013382812499999994
381,-0.0048710937499999996
382,-0.018777343749999998
383,-0.01725
384,-0.013285156249999992
385,-0.023230468749999976
386,-0.006132812499999993
387,-0.012718749999999994
388,-0.004058593750000002
389,-0.019843749999999983
390,-0.01963281250000001
391,-0.018984375
392,-0.00978515624999998
393,-0.016882812499999983
394,-0.0183828125
395,-0.0032734375000000025
396,-0.016644531249999994
397,-0.0032890625000000025
398,-0.010242187499999996
399,-0.02372265624999999
400,-0.0034648437500000026
401,-0.0060117187499999945
402,-0.017929687499999996
403,-0.01442187499999999
404,-0.007374999999999989
405,-0.004320312500000001
406,-0.01865234374999998
407,-0.020843750000000025
408,-0.01415625000000001
409,-0.020324218749999984
410,-0.017722656249999975
411,-0.005535156249999995
412,-0.025460937499999954
413,-0.024191406249999978
414,-0.011003906249999978
415,-0.001437500000000001
416,-0.005230468749999996
417,-0.007999999999999988
418,-0.006441406250000005
419,-0.0051484374999999985
420,-0.0015937500000000012
421,-0.013574218749999993
422,-0.014999999999999982
423,-0.012210937499999996
424,-0.013507812499999994
425,-0.0072617187499999895
426,-0.016804687499999985
427,-0.009484374999999979
428,-0.00961328124999998
429,-0.0015000000000000011
430,-0.011062499999999998
431,-0.020480468749999984
432,-0.007132812499999989
433,-0.004207031250000002
434,-0.012902343749999995
435,-0.0015937500000000012
436,-0.009468749999999984
437,-0.0012187500000000009
438,-0.02344531249999998
439,-0.00691796874999999
440,-0.004609374999999999
441,-0.02132031249999998
442,-0.007179687499999991
443,-0.001421875000000001
444,-0.016968749999999994
445,-0.013550781249999993
446,-0.011140624999999996
447,-0.021941406250000017
448,-0.018617187499999983
449,-0.016996093749999986
450,-0.008703124999999983
451,-0.004097656250000002
452,-0.006988281249999991
453,-0.02695703125000003
454,-0.02168749999999998
455,-0.0015468750000000012
456,-0.0033906250000000026
457,-0.016179687499999987
458,-0.0097109375
459,-0.0015468750000000012
460,-0.004308593750000002
461,-0.001328125000000001
462,-0.012531249999999994
463,-0.023808593749999968
464,-0.01643359374999999
465,-0.009179687499999981
466,-0.0096015625
467,-0.0021406250000000015
468,-0.017867187499999982
469,-0.011078124999999975
470,-0.010824218749999998
471,-0.001250000000000001
472,-0.01438671874999999
473,-0.006855468749999988
474,-0.003742187500000003
475,-0.015816406249999988
476,-0.02694140625000004
477,-0.005777343749999995
478,-0.012191406249999997
479,-0.02113281250000001
480,-0.015550781249999989
481,-0.01631249999999999
482,-0.0020625000000000014
483,-0.006261718749999991
484,-0.02728906249999996
485,-0.022941406249999977
486,-0.015210937499999988
487,-0.01661718749999999
488,-0.019437500000000007
489,-0.0021093750000000014
490,-0.01392187499999999
491,-0.011535156249999996
492,-0.019609374999999978
493,-0.008468749999999985
494,-0.026101562499999963
495,-0.025386718749999964
496,-0.012269531250000002
497,-0.01131640625
498,-0.005414062499999995
499,-0.016910156249999992
500,-0.010761718749999998
501,-0.02772265624999996
502,-0.001390625000000001
503,-0.009343749999999982
504,-0.016753906249999992
505,-0.006273437499999993
506,-0.0054023437499999966
507,-0.003714843750000003
508,-0.009699218749999981
509,-0.003796875000000003
510,-0.01049609374999998
511,-0.015242187499999988
512,-0.01463671874999999
513,-0.006648437499999989
514,-0.005089843749999998
515,-0.02240624999999997
516,-0.01571484374999999
517,-0.005421874999999997
518,-0.008437499999999987
519,-0.01467578124999999
520,-0.0015312500000000011
521,-0.004503906250000001
522,-0.017363281250000008
523,-0.01512890624999999
524,-0.008207031249999988
525,-0.010601562499999998
526,-0.01041796875
527,-0.0045390625
528,-0.014335937499999993
529,-0.008605468749999986
530,-0.021722656250000017
531,-0.019800781250000007
532,-0.018980468749999983
533,-0.009789062500000001
534,-0.024703124999999968
535,-0.008511718750000003
536,-0.006863281249999991
537,-0.017207031250000008
538,-0.008562500000000004
539,-0.015988281249999986
540,-0.0096015625
541,-0.013132812499999992
542,-0.0010000000000000007
543,-0.01314062499999999
544,-0.007742187499999988
545,-0.005644531249999996
546,-0.019265624999999977
547,-0.015699218749999987
548,-0.018761718749999986
549,-0.008109374999999985
550,-0.02085156250000001
551,-0.002761718750000002
552,-0.011191406249999977
553,-0.008980468749999982
554,-0.019187499999999982
555,-0.007777343749999987
556,-0.004878906249999998
557,-0.017730468749999985
558,-0.010656249999999999
559,-0.02239453125000002
560,-0.020949218749999974
561,-0.016621093749999986
562,-0.020589843749999986
563,-0.005249999999999996
564,-0.01016796875
565,-0.0018437500000000014
566,-0.02747656249999996
567,-0.01521093749999999
568,-0.006121093749999992
569,-0.0056874999999999955
570,-0.016777343749999986
571,-0.01421484374999999
572,-0.004031250000000003
573,-0.00455859375
574,-0.021414062499999973
575,-0.017570312499999984
576,-0.005140624999999997
577,-0.01580078124999999
578,-0.005960937499999995
579,-0.006238281249999993
580,-0.004093750000000002
581,-0.015847656249999995
582,-0.006632812499999992
583,-0.005714843749999995
584,-0.00453125
585,-0.017105468749999995
586,-0.010593749999999997
587,-0.0019218750000000015
588,-0.005019531249999997
589,-0.005199218749999998
590,-0.014656249999999989
591,-0.00830468749999998
592,-0.0179921875
593,-0.015265624999999988
594,-0.021914062499999973
595,-0.004890624999999999
596,-0.009277343750000002
597,-0.017261718749999995
598,-0.0101875
599,-0.022124999999999978
600,-0.024402343750000027
601,-0.018371093749999984
602,-0.023246093749999964
603,-0.0015468750000000012
604,-0.024203124999999968
605,-0.0021093750000000014
606,-0.017699218749999995
607,-0.01621875000000001
608,-0.017410156249999996
609,-0.02282031250000002
610,-0.025363281249999977
611,-0.0064023437499999905
612,-0.008097656249999986
613,-0.012417968749999996
614,-0.021597656250000014
615,-0.008460937500000003
616,-0.005199218749999998
617,-0.007851562499999987
618,-0.008085937499999996
619,-0.016636718749999984
620,-0.02314453124999998
621,-0.02619531249999995
622,-0.005542968749999995
623,-0.0010312500000000007
624,-0.024058593750000024
625,-0.0031992187500000024
626,-0.008335937499999986
627,-0.0011875000000000008
628,-0.012515624999999994
629,-0.0035859375000000028
630,-0.001406250000000001
631,-0.003640625000000003
632,-0.0011406250000000008
633,-0.0057109374999999955
634,-0.008929687499999983
635,-0.011695312499999997
636,-0.016449218749999987
637,-0.004667968749999999
638,-0.021718749999999974
639,-0.018925781250000002
640,-0.02337109374999997
641,-0.009367187499999981
642,-0.0048320312499999995
643,-0.024070312500000024
644,-0.02665234374999997
645,-0.0019531250000000013
646,-0.010550781249999976
647,-0.0034335937500000026
648,-0.007726562500000004
649,-0.019367187500000015
650,-0.0032304687500000024
651,-0.025722656250000038
652,-0.017332031249999994
653,-0.005964843749999993
654,-0.005066406249999999
655,-0.003769531250000003
656,-0.007761718749999987
657,-0.005039062499999998
658,-0.007601562499999984
659,-0.008277343750000003
660,-0.014609374999999989
661,-0.005332031249999997
662,-0.00447265625
663,-0.007671875000000004
664,-0.00700390624999999
665,-0.023281249999999983
666,-0.004265625000000001
667,-0.00909765624999998
668,-0.01458984374999999
669,-0.01966406249999998
670,-0.005566406249999995
671,-0.0016875000000000013
672,-0.0188046875
673,-0.014351562499999993
674,-0.005050781249999997
675,-0.020249999999999976
676,-0.0017500000000000013
677,-0.01573046874999999
678,-0.023632812500000024
679,-0.018585937500000003
680,-0.008121093749999987
681,-0.009167968749999984
682,-0.009574218749999983
683,-0.020019531250000007
684,-0.007613281249999986
685,-0.008535156249999985
686,-0.0018906250000000012
687,-0.006484374999999994
688,-0.010820312499999998
689,-0.022429687499999972
690,-0.004011718750000002
691,-0.006578124999999992
692,-0.006593749999999994
693,-0.0011562500000000008
694,-0.0051640624999999985
695,-0.008371093750000003
696,-0.01603906249999999
697,-0.0094296875
698,-0.02922656250000005
699,-0.02394921874999997
700,-0.001437500000000001
701,-0.004843749999999998
702,-0.006726562499999991
703,-0.012109374999999995
704,-0.005761718749999996
705,-0.007746093749999987
706,-0.02684765625000004
707,-0.023953125000000026
708,-0.012984374999999998
709,-0.003765625000000003
710,-0.0054257812499999974
711,-0.006285156249999994
712,-0.018121093749999984
713,-0.0041835937500000015
714,-0.02513671875000003
715,-0.02132031249999998
716,-0.0034726562500000027
717,-0.012421874999999994
718,-0.026460937500000038
719,-0.013636718749999992
720,-0.005378906249999996
721,-0.0017343750000000013
722,-0.011675781249999996
723,-0.005152343749999997
724,-0.01908984374999998
725,-0.017417968749999995
726,-0.028476562500000045
727,-0.018914062499999985
728,-0.01441406249999999
729,-0.0018906250000000015
730,-0.020792968749999974
731,-0.013132812499999993
732,-0.023859375000000026
733,-0.01641015624999999
734,-0.01634374999999999
735,-0.013804687500000011
736,-0.00941796875
737,-0.0018906250000000015
738,-0.028281250000000042
739,-0.006476562499999992
740,-0.004707031249999999
741,-0.005492187499999997
742,-0.02033984375000001
743,-0.020230468750000008
744,-0.006800781249999991
745,-0.004226562500000001
746,-0.0104140625
747,-0.015578124999999983
748,-0.020031249999999976
749,-0.01008984375
750,-0.017773437499999982
751,-0.004148437500000002
752,-0.005453124999999995
753,-0.001250000000000001
754,-0.007816406249999987
755,-0.0035625000000000027
756,-0.021972656250000017
757,-0.015128906250000013
758,-0.007839843749999988
759,-0.018312499999999985
760,-0.006749999999999991
761,-0.0017656250000000014
762,-0.006535156249999992
763,-0.003917968750000003
764,-0.007253906250000006
765,-0.009187499999999984
766,-0.01803125
767,-0.011808593749999995
768,-0.007468749999999988
769,-0.013628906249999993
770,-0.007355468749999985
771,-0.00963671874999998
772,-0.021929687500000017
773,-0.015226562499999992
774,-0.004316406250000001
775,-0.0012031250000000009
776,-0.016671874999999985
777,-0.001406250000000001
778,-0.011324218749999998
779,-0.00699609374999999
780,-0.006070312499999992
781,-0.004066406250000002
782,-0.0046484375
783,-0.0045000000000000005
784,-0.013519531249999992
785,-0.010867187499999998
786,-0.022554687499999983
787,-0.004273437500000001
788,-0.012535156250000007
789,-0.019015625
790,-0.005835937499999996
791,-0.013769531249999991
792,-0.009984374999999981
793,-0.01662499999999999
794,-0.019085937500000004
795,-0.0017500000000000013
796,-0.007671874999999984
797,-0.011820312499999997
798,-0.0020468750000000014
799,-0.027382812500000055
800,-0.0015781250000000012
801,-0.006261718749999993
802,-0.006515624999999992
803,-0.0057265624999999955
804,-0.0010781250000000007
805,-0.0018281250000000014
806,-0.007332031249999988
807,-0.007593749999999984
808,-0.0094296875
809,-0.005203124999999997
810,-0.021562500000000016
811,-0.01517187499999999
812,-0.02602343749999998
813,-0.004300781250000001
814,-0.018882812500000002
815,-0.016390624999999992
816,-0.00876171875
817,-0.01563671874999999
818,-0.005027343749999997
819,-0.008234374999999986
820,-0.01565234374999999
821,-0.001390625000000001
822,-0.008933593750000003
823,-0.007378906249999989
824,-0.012964843749999995
825,-0.0021406250000000015
826,-0.010753906249999997
827,-0.016218749999999976
828,-0.030562499999999975
829,-0.005363281249999997
830,-0.007816406249999987
831,-0.009890624999999983
832,-0.003742187500000003
833,-0.0035312500000000027
834,-0.02694921875000006
835,-0.017390624999999982
836,-0.008316406249999986
837,-0.001328125000000001
838,-0.0071054687499999885
839,-0.02100781250000001
840,-0.009335937500000002
841,-0.018171874999999987
842,-0.007996093749999985
843,-0.0016093750000000012
844,-0.003714843750000003
845,-0.007015624999999991
846,-0.021675781249999974
847,-0.0021562500000000015
848,-0.0017656250000000014
849,-0.005609374999999996
850,-0.00451953125
851,-0.0053164062499999965
852,-0.001468750000000001
853,-0.008257812499999982
854,-0.0017187500000000013
855,-0.0012031250000000009
856,-0.019492187499999977
857,-0.017945312499999987
858,-0.0187421875
859,-0.013492187499999992
860,-0.017386718749999995
861,-0.008792968749999984
862,-0.005511718749999996
863,-0.010124999999999978
864,-0.0031093750000000023
865,-0.005273437499999997
866,-0.015179687499999988
867,-0.0047382812499999994
868,-0.011648437499999996
869,-0.0019843750000000013
870,-0.006546874999999992
871,-0.02713671875000004
872,-0.01949999999999998
873,-0.007675781249999984
874,-0.005359374999999997
875,-0.0020156250000000014
876,-0.0017968750000000014
877,-0.01730468749999998
878,-0.005499999999999996
879,-0.0016093750000000012
880,-0.0047929687499999995
881,-0.012789062499999993
882,-0.007269531249999986
883,-0.01522265624999999
884,-0.0017656250000000014
885,-0.0036132812500000028
886,-0.011507812499999995
887,-0.023414062500000023
888,-0.013039062499999992
889,-0.02525390625000003
890,-0.005503906249999996
891,-0.008648437499999984
892,-0.017074218749999995
893,-0.008917968749999998
894,-0.008199218750000004
895,-0.01592968749999999
896,-0.007542968749999987
897,-0.017015624999999982
898,-0.015511718749999988
899,-0.006406249999999993
900,-0.020132812500000017
901,-0.0017500000000000013
902,-0.012203124999999997
903,-0.02486718749999997
904,-0.0051484374999999985
905,-0.013359375000000001
906,-0.021234375000000014
907,-0.005832031249999994
908,-0.017550781249999987
909,-0.0020781250000000014
910,-0.018953124999999984
911,-0.0015000000000000011
912,-0.0010937500000000008
913,-0.005554687499999996
914,-0.003750000000000003
915,-0.009277343750000002
916,-0.015222656249999987
917,-0.017710937499999982
918,-0.0012187500000000009
919,-0.022597656250000032
920,-0.004933593749999998
921,-0.012878906249999992
922,-0.0012343750000000009
923,-0.007859374999999983
924,-0.0033906250000000026
925,-0.009996093749999978
926,-0.019906249999999976
927,-0.004000000000000003
928,-0.0031640625000000024
929,-0.0044687500000000005
930,-0.007390624999999985
931,-0.004246093750000002
932,-0.016820312499999983
933,-0.0064257812499999905
934,-0.018632812500000002
935,-0.011644531249999996
936,-0.0016875000000000013
937,-0.005730468749999993
938,-0.02113281249999998
939,-0.005312499999999998
940,-0.021421875000000014
941,-0.016363281249999986
942,-0.012335937499999994
943,-0.014441406249999997
944,-0.013003906249999994
945,-0.004835937499999999
946,-0.006683593749999991
947,-0.0012343750000000009
948,-0.027804687500000043
949,-0.014972656249999989
950,-0.01443749999999999
951,-0.007632812499999987
952,-0.01479687499999999
953,-0.013175781249999994
954,-0.005999999999999995
955,-0.007593749999999988
956,-0.009589843749999983
957,-0.0017812500000000014
958,-0.020113281250000007
959,-0.004300781250000001
960,-0.004156250000000002
961,-0.009945312500000001
962,-0.020093749999999976
963,-0.006246093749999991
964,-0.019230468750000004
965,-0.008671875
966,-0.019132812500000006
967,-0.009121093750000002
968,-0.01086718749999998
969,-0.019421874999999977
970,-0.00684765624999999
971,-0.02351953124999997
972,-0.01037109375
973,-0.007464843749999985
974,-0.010124999999999999
975,-0.00949999999999998
976,-0.016152343749999985
977,-0.01049609375
978,-0.025562500000000033
979,-0.01804687500000001
980,-0.014445312499999991
981,-0.013425781249999994
982,-0.001390625000000001
983,-0.006710937499999992
984,-0.01594531249999999
985,-0.012968749999999992
986,-0.017851562499999998
987,-0.005265624999999997
988,-0.0017812500000000014
989,-0.013664062499999987
990,-0.0016250000000000012
991,-0.0010468750000000007
992,-0.007851562500000004
993,-0.01814843750000001
994,-0.0010156250000000007
995,-0.021171875000000014
996,-0.008156249999999981
997,-0.010234374999999981
998,-0.00990234375
999,-0.0020468750000000014
1000,-0.013124999999999993
1001,-0.021167968749999974
1002,-0.022566406250000018
1003,-0.02385546874999997
1004,-0.012984374999999994
1005,-0.0050781249999999984
1006,-0.006335937499999993
1007,-0.0015937500000000012
1008,-0.027773437500000043
1009,-0.006999999999999991
1010,-0.006359374999999993
1011,-0.012839843749999994
1012,-0.021054687500000027
1013,-0.0016406250000000012
1014,-0.0016562500000000013
1015,-0.024726562499999966
1016,-0.006222656249999994
1017,-0.0010156250000000007
1018,-0.02472265625000003
1019,-0.004835937499999999
1020,-0.011378906249999996
1021,-0.02265624999999997
1022,-0.0035234375000000027
1023,-0.01641406249999999
1024,-0.0020156250000000014
